Student_ID,University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you use University transportation?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,CGPA,Internships,Placed,Salary (INR LPA)
822,2021,Male,23,2019,BCSE,8,No,3,1,Online,Yes,Yes,7,Advance,89,No,No,No,Machine Learning,1,Data Science,Single,No,Bachelor,No,No,104,77000,8.63,0,No,0.0
823,2019,Male,21,2019,BCSE,10,Yes,7,3,Online,Yes,Yes,3,Advance,100,No,No,No,Programming,2,UI/UX,Single,No,Family,No,No,139,77000,9.34,1,Yes,16.85
824,2020,Female,22,2019,BCSE,9,No,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Artificial Intelligence,1,Data Science,Relationship,No,Bachelor,Yes,No,120,77000,7.21,3,Yes,22.01
825,2021,Female,22,2020,BCSE,6,Yes,1,1,Online,Yes,Yes,4,Basic,98,No,No,No,Cyber security,3,Hardware,Relationship,Yes,Family,Yes,Yes,70,77000,7.14,0,Yes,28.25
826,2020,Female,21,2020,BCSE,7,No,3,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Machine Learning,3,Software,Single,No,Family,No,No,65,78000,8.66,2,No,0.0
827,2018,Female,25,2018,BCSE,11,Yes,5,3,Offline,Yes,Yes,1,Basic,78,Yes,No,Yes,Artificial Intelligence,4,Software,Single,Yes,Bachelor,No,No,143,79000,8.76,3,Yes,13.15
828,2020,Female,20,2019,BCSE,7,Yes,5,3,Offline,Yes,Yes,4,Advance,100,No,No,No,Networking,1,UI/UX,Single,Yes,Family,No,No,88,79000,7.08,2,Yes,22.12
829,2021,Male,20,2020,BCSE,7,No,5,3,Offline,Yes,Yes,5,Intermediate,50,No,No,Yes,Web development,3,UI/UX,Single,No,Family,No,No,97,79000,7.16,2,No,0.0
830,2019,Male,21,2018,BCSE,10,No,6,4,Offline,Yes,Yes,3,Advance,80,No,No,No,Cyber security,2,UI/UX,Single,Yes,Family,No,No,126,80000,7.27,0,Yes,15.84
831,2020,Female,22,2019,BCSE,11,Yes,2,1,Online,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Hardware,Single,No,Family,No,No,125,80000,6.42,3,No,0.0
832,2019,Male,20,2019,BCSE,11,No,2,1,Offline,Yes,Yes,6,Basic,77,Yes,Yes,Yes,Cyber security,2,Hardware,Relationship,No,Bachelor,No,No,144,80000,6.77,4,No,0.0
833,2021,Male,21,2020,BCSE,8,No,4,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Networking,2,Data Science,Single,No,Family,Yes,No,101,80000,6.7,0,Yes,21.21
834,2020,Female,20,2020,BCSE,10,No,4,2,Offline,Yes,Yes,2,Advance,100,No,No,No,Networking,2,Hardware,Single,No,Bachelor,no,No,131,80000,6.89,0,Yes,23.6
835,2022,Male,20,2021,BCSE,8,No,4,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,1,Hardware,Single,Yes,Family,No,No,99,81000,7.47,3,Yes,4.23
836,2020,Male,20,2020,BCSE,10,Yes,3,2,Offline,Yes,Yes,7,Advance,78,No,No,No,Cyber security,2,Data Science,Married,Yes,Family,Yes,No,142,82000,7.69,3,Yes,20.46
837,2020,Male,21,2018,BCSE,10,No,3,2,Offline,Yes,Yes,3,Basic,70,No,No,No,Programming,3,UI/UX,Relationship,No,Bachelor,Yes,No,133,85000,8.74,2,No,0.0
838,2022,Female,21,2021,BCSE,6,Yes,6,2,Offline,Yes,Yes,5,Intermediate,70,No,No,Yes,Programming,5,UI/UX,Relationship,No,Family,No,No,86,85000,6.7,3,Yes,9.12
839,2022,Female,20,2022,BCSE,3,No,2,1,Online,Yes,No,3,Intermediate,60,No,No,No,Artificial Intelligence,1,Hardware,Married,No,Family,No,No,77,85000,8.29,2,Yes,21.09
840,2021,Female,20,2020,BCSE,10,No,2,2,Online,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,Married,No,Family,No,No,137,86000,7.33,0,No,0.0
841,2019,Male,24,2019,BCSE,10,No,1,3,Offline,Yes,Yes,2,Basic,80,Yes,Yes,Yes,Programming,1,Software,Relationship,Yes,Family,Yes,No,45,87000,7.46,1,Yes,15.64
842,2020,Female,21,2020,BCSE,8,No,4,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,3,UI/UX,Married,No,Family,No,No,103,87000,8.04,4,Yes,23.89
843,2020,Male,21,2020,BCSE,11,Yes,2,2,Offline,Yes,Yes,1,Basic,79,No,No,No,Machine Learning,2,Data Science,Single,Yes,Bachelor,No,No,143,87000,6.6,0,Yes,6.33
844,2021,Female,20,2020,BCSE,9,No,2,1,Offline,Yes,Yes,2,Advance,88,No,No,Yes,Programming,1,UI/UX,Single,No,Bachelor,No,No,117,88000,7.81,3,Yes,19.91
845,2021,Male,20,2021,BCSE,8,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,Yes,No,98,88000,7.63,4,No,0.0
846,2020,Female,21,2019,BCSE,9,Yes,6,1,Offline,No,Yes,4,Intermediate,80,No,No,Yes,Programming,1,UI/UX,Relationship,Yes,Family,Yes,No,100,89000,7.89,1,Yes,10.52
847,2021,Male,21,2020,BCSE,8,No,4,2,Online,Yes,Yes,6,Advance,100,No,Yes,No,Web development,2,Software,Single,Yes,Bachelor,No,No,100,89000,7.73,1,Yes,26.03
848,2021,Male,20,2020,BCSE,8,No,4,2,Offline,Yes,Yes,7,Advance,88,No,No,Yes,Machine Learning,3,Software,Single,No,Family,No,No,137,89000,9.46,2,Yes,28.07
849,2018,Male,22,2017,BCSE,11,Yes,4,2,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,Yes,No,135,90000,6.99,4,Yes,29.9
850,2019,Male,25,2018,BCSE,11,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,2,Software,Relationship,Yes,Bachelor,No,No,143,90000,7.08,2,Yes,24.49
851,2020,Male,21,2019,BCSE,10,No,3,2,Online,Yes,Yes,4,Advance,100,No,No,Yes,Cyber security,2,Data Science,Married,No,Family,No,No,138,90000,7.0,0,Yes,23.35
852,2021,Female,20,2020,BCSE,9,No,3,1,Online,Yes,Yes,10,Advance,100,No,No,Yes,Networking,3,Hardware,Married,No,Family,No,No,130,90000,7.06,4,Yes,8.82
853,2022,Female,21,2021,BCSE,5,No,4,1,Online,Yes,Yes,8,Intermediate,100,No,No,No,Machine Learning,3,Software,Single,No,Family,No,No,107,90000,6.99,0,No,0.0
854,2019,Male,25,2018,BCSE,11,No,2,1,Offline,Yes,Yes,2,Intermediate,35,No,Yes,No,Cyber security,1,Data Science,Single,No,Bachelor,No,No,143,91000,8.45,2,Yes,12.07
855,2022,Female,20,2020,BCSE,4,No,2,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Programming,1,UI/UX,Married,Yes,Family,No,No,59,93000,8.64,4,Yes,15.57
856,2021,Female,20,2020,BCSE,9,No,2,3,Offline,Yes,Yes,3,Advance,56,Yes,No,Yes,Networking,4,Hardware,Single,No,Bachelor,No,No,130,95000,7.04,2,Yes,23.88
857,2020,Male,23,2019,BCSE,10,No,2,3,Offline,Yes,Yes,1,Basic,100,No,No,No,Programming,4,UI/UX,Single,No,Bachelor,No,No,137,98000,6.83,4,No,0.0
858,2019,Male,25,2018,BCSE,11,No,2,1,Offline,Yes,Yes,7,Basic,100,No,No,No,Programming,3,Software,Married,Yes,Family,No,No,144,100000,7.88,2,No,0.0
859,2021,Male,21,2019,BCSE,5,No,6,2,Online,Yes,Yes,4,Intermediate,100,Yes,No,Yes,Cyber security,2,Data Science,Single,Yes,Bachelor,No,No,96,100000,7.06,1,Yes,27.7
860,2020,Male,21,2019,BCSE,8,No,5,3,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,No,119,100000,8.01,2,No,0.0
861,2020,Male,22,2019,BCSE,10,No,2,3,Online,Yes,Yes,2,Intermediate,45,Yes,No,No,Networking,4,Hardware,Relationship,Yes,Family,Yes,No,140,100000,7.66,1,Yes,8.11
862,2021,Female,20,2020,BCSE,5,No,3,1,Offline,Yes,Yes,7,Intermediate,70,No,No,No,Cyber security,3,Software,Relationship,No,Bachelor,No,No,75,100000,6.29,2,Yes,27.9
863,2023,Female,20,2021,BCSE,2,Yes,2,4,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,3,Hardware,Relationship,Yes,Family,Yes,Yes,12,100000,8.74,4,Yes,21.78
864,2018,Male,24,2018,BCSE,10,No,1,3,Online,Yes,Yes,3,Advance,65,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,N,No,140,110000,8.94,4,Yes,19.49
865,2022,Male,20,2020,BCSE,6,No,2,1,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Networking,4,Hardware,Single,No,Family,No,No,77,110000,7.01,4,No,0.0
866,2021,Female,20,2020,BCSE,8,No,5,3,Offline,Yes,Yes,6,Intermediate,100,No,No,No,Networking,1,Hardware,Married,Yes,Family,No,No,101,110000,7.19,3,Yes,8.4
867,2021,Female,21,2020,BCSE,10,No,2,3,Offline,Yes,Yes,2,Intermediate,89,Yes,No,No,Programming,4,UI/UX,Single,No,Bachelor,No,No,134,110000,7.73,0,Yes,4.5
868,2022,Male,20,2021,BCSE,6,No,3,3,Offline,Yes,Yes,3,Advance,62,Yes,No,No,Artificial Intelligence,1,Data Science,Single,Yes,Bachelor,No,No,77,114000,7.77,4,No,0.0
869,2021,Male,21,2020,BCSE,7,No,3,1,Offline,Yes,Yes,2,Advance,78,No,No,No,Web development,2,Software,Relationship,No,Family,No,No,88,115000,8.03,1,Yes,18.35
870,2022,Female,19,2022,BCSE,3,No,1,1,Online,Yes,Yes,5,Advance,100,No,No,No,Cyber security,3,UI/UX,Single,No,Family,No,No,32,115000,9.11,4,Yes,20.59
871,2022,Female,20,2020,BCSE,5,No,2,2,Offline,Yes,Yes,1,Advance,41,No,No,Yes,Machine Learning,2,Data Science,Single,Yes,Bachelor,No,No,68,116000,7.36,3,Yes,8.69
872,2020,Male,25,2019,BCSE,10,No,2,3,Offline,Yes,Yes,2,Intermediate,86,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,No,140,117000,6.86,1,Yes,18.02
873,2022,Male,20,2021,BCSE,6,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,No,89,120000,6.4,3,Yes,26.13
874,2020,Male,24,2019,BCSE,10,No,1,2,Offline,Yes,Yes,3,Intermediate,83,Yes,No,Yes,Networking,2,Hardware,Married,Yes,Family,No,No,136,123000,6.92,1,Yes,25.55
875,2020,Female,24,2019,BCSE,11,No,3,2,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,No,143,128000,7.47,2,Yes,28.04
876,2019,Female,25,2019,BCSE,11,No,2,2,Offline,Yes,Yes,5,Basic,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,No,141,130000,8.94,0,Yes,12.88
877,2021,Female,20,2020,BCSE,9,Yes,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Web development,4,Software,Single,Yes,Family,No,No,103,130000,7.09,0,No,0.0
878,2022,Male,21,2021,BCSE,6,No,1,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,4,UI/UX,Married,Yes,Family,Yes,No,88,130000,7.68,3,Yes,11.59
879,2022,Female,20,2021,BCSE,5,No,4,1,Online,Yes,Yes,2,Intermediate,77,Yes,No,Yes,Programming,4,Software,Married,No,Family,No,No,58,130000,7.49,0,Yes,23.23
880,2020,Male,20,2020,BCSE,10,Yes,2,2,Offline,Yes,Yes,3,Advance,84,No,No,Yes,Web development,4,Software,Relationship,No,Bachelor,No,No,122,134000,8.45,3,Yes,14.64
881,2021,Female,25,2019,BCSE,10,No,4,2,Online,Yes,Yes,4,Advance,100,No,No,Yes,Networking,2,Hardware,Relationship,No,Bachelor,No,No,139,135000,9.52,3,Yes,5.36
882,2020,Male,20,2020,BCSE,11,No,2,1,Offline,Yes,Yes,3,Basic,100,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,No,143,135000,7.08,3,Yes,10.64
883,2021,Female,22,2020,BCSE,9,No,4,2,Offline,Yes,Yes,1,Advance,100,Yes,Yes,No,Cyber security,2,Data Science,Married,Yes,Family,No,No,121,135000,7.11,0,Yes,14.3
884,2020,Male,21,2020,BCSE,8,No,3,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,Yes,No,97,135000,8.34,3,Yes,10.9
885,2019,Male,25,2018,BCSE,11,No,3,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,1,Hardware,Single,Yes,Family,No,No,143,144000,8.05,0,No,0.0
886,2021,Female,21,2020,BCSE,9,No,2,1,Offline,Yes,Yes,2,Intermediate,35,No,No,No,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,Yes,No,119,144000,8.98,3,Yes,11.97
887,2019,Male,22,2019,BCSE,11,Yes,6,3,Offline,Yes,Yes,7,Advance,100,No,No,No,Cyber security,4,Data Science,Single,No,Family,No,No,141,150000,7.97,4,No,0.0
888,2021,Female,20,2020,BCSE,9,No,3,3,Online,Yes,Yes,3,Advance,100,No,No,No,Networking,2,Hardware,Relationship,Yes,Bachelor,No,No,116,155000,7.21,3,Yes,10.93
889,2021,Female,20,2020,BCSE,8,Yes,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,No,89,158000,7.97,1,No,0.0
890,2021,Female,21,2021,BCSE,5,Yes,3,2,Offline,Yes,Yes,8,Advance,67,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,No,64,165000,8.39,3,Yes,4.12
891,2020,Female,22,2019,BCSE,8,Yes,2,1,Offline,Yes,Yes,4,Advance,100,No,No,No,Programming,2,UI/UX,Single,Yes,Family,No,No,113,170000,8.16,2,No,0.0
892,2020,Female,25,2019,BCSE,11,No,3,3,Online,Yes,Yes,1,Advance,35,No,No,No,Networking,2,Hardware,Relationship,No,Bachelor,No,No,143,170000,7.91,3,Yes,20.2
893,2021,Female,20,2020,BCSE,8,Yes,3,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,4,Data Science,Single,Yes,Family,No,No,100,190000,8.35,1,Yes,19.13
894,2020,Male,21,2020,BCSE,10,No,3,2,Offline,Yes,Yes,1,Intermediate,68,No,No,No,Networking,4,Hardware,Married,No,Family,No,No,137,190000,8.44,1,Yes,20.64
895,2020,Female,22,2020,BCSE,7,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,Yes,No,Web development,3,UI/UX,Single,Yes,Bachelor,No,No,107,235000,8.61,0,No,0.0
896,2021,Female,20,2021,BCSE,5,Yes,6,2,Offline,Yes,Yes,1,Advance,100,No,No,No,Programming,4,UI/UX,Single,Yes,Family,No,No,81,250000,8.02,4,Yes,8.19
897,2019,Female,25,2018,BCSE,11,No,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Cyber security,1,Data Science,Single,No,Bachelor,No,No,143,255000,7.37,3,Yes,10.98
898,2019,Male,25,2017,BCSE,11,No,2,1,Offline,Yes,No,5,Basic,86,No,No,No,Networking,3,Data Science,Relationship,No,Family,No,No,145,300000,7.62,0,Yes,19.73
899,2020,Male,23,2019,BCSE,9,Yes,1,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Web development,1,Data Science,Relationship,No,Family,No,No,103,10000,8.47,4,Yes,19.19
900,2020,Female,22,2019,BCSE,11,Yes,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,No,128,25000,6.85,3,Yes,16.67
901,2023,Female,21,2022,BCSE,2,No,5,5,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,No,28,25000,7.79,2,Yes,12.46
902,2020,Female,24,2019,BCSE,9,No,5,1,Offline,Yes,Yes,6,Basic,90,No,No,No,Networking,2,Hardware,Single,Yes,Family,Yes,Yes,60,28000,7.19,3,No,0.0
903,2020,Male,25,2019,BCSE,10,Yes,3,1,Online,Yes,Yes,5,Advance,99,No,No,Yes,Networking,3,Software,Relationship,Yes,Bachelor,No,No,105,30000,7.52,1,No,0.0
904,2020,Female,23,2019,BCSE,10,No,4,1,Offline,Yes,Yes,3,Intermediate,98,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,No,138,30000,8.52,1,No,0.0
905,2022,Male,22,2020,BCSE,5,Yes,2,2,Offline,Yes,No,4,Intermediate,99,No,No,Yes,Programming,2,Hardware,Single,No,Family,No,No,54,30000,7.65,2,Yes,27.65
906,2021,Female,20,2020,BCSE,7,No,4,2,Offline,Yes,Yes,7,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Relationship,No,Family,No,No,109,30000,7.54,0,No,0.0
907,2018,Male,25,2018,BCSE,11,No,3,1,Offline,Yes,Yes,3,Basic,100,No,Yes,Yes,Cyber security,2,Data Science,Married,No,Family,No,No,143,32000,6.41,4,No,0.0
908,2022,Female,19,2021,BCSE,7,No,4,2,Online,Yes,Yes,5,Intermediate,90,No,No,Yes,Artificial Intelligence,2,Hardware,Relationship,Yes,Family,Yes,No,100,34000,8.1,3,Yes,12.17
909,2019,Male,24,2018,BCSE,11,No,3,2,Offline,Yes,Yes,3,Intermediate,65,Yes,No,No,Cyber security,2,Data Science,Single,Yes,Family,Yes,No,144,37000,8.02,1,Yes,15.3
910,2020,Female,20,2020,BCSE,11,No,2,2,Online,Yes,Yes,3,Intermediate,72,No,No,No,Cyber security,4,Data Science,Married,No,Family,No,No,143,37000,9.23,0,Yes,21.31
911,2022,Male,21,2021,BCSE,6,No,2,2,Offline,Yes,Yes,3,Advance,42,No,No,Yes,Cyber security,3,Data Science,Single,No,Bachelor,Yes,No,97,37000,7.25,2,No,0.0
912,2021,Female,20,2020,BCSE,8,No,2,2,Online,Yes,No,3,Basic,68,No,No,No,Web development,4,Software,Married,Yes,Family,No,No,90,38000,7.68,1,Yes,17.66
913,2022,Female,22,2021,BCSE,5,Yes,2,2,Offline,Yes,Yes,2,Intermediate,47,Yes,No,No,Cyber security,2,Data Science,Single,No,Bachelor,No,No,68,39000,7.7,2,Yes,12.37
914,2018,Female,22,2017,BCSE,10,No,3,2,Online,Yes,Yes,8,Advance,90,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,No,No,123,40000,8.76,3,Yes,14.76
915,2018,Female,24,2018,BCSE,11,No,4,2,Offline,Yes,Yes,2,Intermediate,86,Yes,Yes,No,Cyber security,4,Data Science,Relationship,No,Bachelor,No,No,144,40000,7.42,4,No,0.0
916,2020,Male,21,2020,BCSE,10,No,2,3,Offline,Yes,Yes,3,Intermediate,79,Yes,No,Yes,Cyber security,2,Data Science,Relationship,No,Bachelor,No,No,139,40000,7.72,1,No,0.0
917,2020,Male,20,2020,BCSE,10,Yes,2,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,No,138,40000,7.99,1,No,0.0
918,2021,Female,21,2020,BCSE,9,No,3,2,Online,Yes,Yes,3,Advance,46,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,No,124,42000,7.65,3,Yes,24.45
919,2022,Female,21,2021,BCSE,6,Yes,2,1,Offline,Yes,Yes,3,Advance,78,Yes,No,Yes,Programming,1,UI/UX,Married,Yes,Family,no,No,77,42000,7.14,0,Yes,10.51
920,2020,Male,20,2020,BCSE,5,No,4,2,Online,Yes,Yes,6,Intermediate,90,No,No,No,Machine Learning,2,Software,Single,No,Bachelor,No,No,66,45000,7.66,4,Yes,6.84
921,2022,Male,22,2021,BCSE,5,No,2,1,Online,Yes,Yes,3,Basic,23,No,No,Yes,Networking,4,Hardware,Relationship,No,Bachelor,No,No,72,45000,8.36,1,Yes,11.46
922,2021,Female,20,2020,BCSE,9,No,2,3,Offline,Yes,Yes,3,Advance,55,No,No,Yes,Networking,1,Hardware,Relationship,No,Bachelor,No,No,125,46000,6.68,4,Yes,25.94
923,2022,Male,20,2021,BCSE,4,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,8,Software,Single,No,Family,No,No,27,46000,7.61,1,Yes,5.4
924,2022,Female,21,2021,BCSE,7,No,3,2,Offline,Yes,Yes,2,Intermediate,32,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,No,109,47000,6.94,4,Yes,29.78
925,2021,Female,20,2019,BCSE,9,No,5,2,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,No,Bachelor,No,No,132,48000,8.46,2,Yes,17.61
926,2020,Male,23,2019,BCSE,10,No,2,3,Online,Yes,Yes,2,Intermediate,89,No,No,No,Networking,4,Hardware,Relationship,No,Family,Yes,No,132,48000,6.28,1,No,0.0
927,2020,Male,20,2020,BCSE,11,No,5,1,Offline,Yes,Yes,3,Intermediate,68,Yes,No,Yes,Networking,2,Hardware,Single,No,Bachelor,No,No,135,48000,7.05,4,Yes,29.59
928,2020,Female,23,2019,BCSE,11,Yes,6,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,Relationship,No,Family,No,No,144,49000,7.8,0,No,0.0
929,2022,Female,21,2021,BCSE,6,No,5,3,Online,Yes,Yes,3,Basic,100,Yes,No,No,Networking,2,Hardware,Single,No,Family,No,No,75,49000,8.75,2,Yes,28.35
930,2020,Male,23,2018,BCSE,8,Yes,3,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,2,UI/UX,Relationship,Yes,Family,No,No,135,50000,7.45,2,Yes,15.23
931,2021,Female,21,2019,BCSE,6,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,No,56,50000,7.06,0,Yes,8.36
932,2021,Male,23,2019,BCSE,7,No,1,1,Online,Yes,Yes,5,Advance,70,No,No,Yes,Cyber security,5,Hardware,Single,Yes,Family,No,No,66,50000,9.0,4,Yes,7.45
933,2021,Female,21,2020,BCSE,7,No,2,3,Offline,Yes,Yes,6,Advance,100,No,No,Yes,Programming,1,UI/UX,Relationship,Yes,Family,No,No,112,50000,6.34,3,Yes,9.48
934,2022,Female,20,2021,BCSE,5,No,3,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Programming,2,UI/UX,Single,No,Family,No,No,79,50000,5.74,0,Yes,22.17
935,2021,Female,20,2020,BCSE,9,No,3,3,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,No,108,53000,7.85,4,Yes,10.37
936,2020,Female,23,2019,BCSE,8,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,No,121,55000,7.1,0,Yes,12.22
937,2020,Female,24,2019,BCSE,11,No,3,2,Offline,Yes,Yes,2,Intermediate,34,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,No,143,55000,6.68,0,Yes,15.12
938,2020,Female,21,2019,BCSE,11,No,4,3,Offline,Yes,Yes,2,Advance,79,No,No,Yes,Artificial Intelligence,2,Data Science,Relationship,No,Bachelor,No,No,143,55000,8.07,1,No,0.0
939,2020,Female,20,2020,BCSE,9,No,4,2,Offline,Yes,No,6,Advance,100,No,No,No,Artificial Intelligence,2,Software,Single,Yes,Family,No,No,138,55000,7.7,4,No,0.0
940,2020,Male,24,2019,BCSE,11,No,2,2,Offline,Yes,Yes,3,Intermediate,76,Yes,No,Yes,Networking,4,Hardware,Married,Yes,Family,No,No,143,56000,7.05,3,No,0.0
941,2019,Female,25,2018,BCSE,11,No,1,2,Online,Yes,Yes,4,Basic,66,No,No,Yes,Networking,4,Hardware,Single,Yes,Family,No,No,143,57000,6.48,1,Yes,27.66
942,2021,Female,20,2020,BCSE,9,No,2,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,4,UI/UX,Relationship,Yes,Bachelor,No,No,129,59000,8.2,0,No,0.0
943,2021,Male,20,2020,BCSE,10,No,1,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,2,UI/UX,Relationship,Yes,Bachelor,No,No,134,59000,8.02,0,No,0.0
944,2020,Male,25,2018,BCSE,8,No,4,2,Offline,Yes,Yes,7,Basic,88,No,No,No,Cyber security,1,Data Science,Single,Yes,Bachelor,No,No,99,60000,7.42,0,Yes,8.11
945,2020,Female,23,2019,BCSE,11,Yes,2,2,Online,Yes,Yes,4,Basic,80,No,No,No,Networking,2,Software,Single,Yes,Family,No,No,109,60000,8.98,4,No,0.0
946,2021,Female,23,2019,BCSE,5,No,3,2,Offline,Yes,Yes,6,Intermediate,90,Yes,No,Yes,Programming,4,Software,Relationship,Yes,Family,No,No,130,60000,6.64,4,Yes,3.14
947,2021,Female,23,2019,BCSE,7,Yes,1,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,2,Artificial Intelligence,Single,Yes,Family,No,No,66,60000,6.28,1,No,0.0
948,2019,Male,23,2019,BCSE,12,No,5,2,Offline,Yes,No,10,Advance,100,No,No,No,Networking,1,Networking,Single,No,Family,No,No,111,60000,6.95,3,No,0.0
949,2021,Female,22,2019,BCSE,7,No,2,2,Offline,Yes,Yes,4,Intermediate,60,Yes,No,Yes,Networking,2,Software,Single,Yes,Bachelor,No,No,97,60000,7.46,1,Yes,4.62
950,2020,Female,21,2019,BCSE,8,No,5,2,Online,Yes,Yes,7,Advance,75,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,Yes,No,117,60000,7.69,2,Yes,27.43
951,2021,Female,21,2019,BCSE,10,No,1,3,Offline,Yes,Yes,10,Advance,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,No,136,60000,7.31,0,No,0.0
952,2021,Male,22,2020,BCSE,6,No,2,1,Offline,Yes,Yes,8,Intermediate,95,No,No,No,Programming,1,Data Science,Single,Yes,Family,Yes,No,61,60000,7.78,0,Yes,20.48
953,2021,Female,20,2020,BCSE,6,Yes,5,3,Offline,Yes,Yes,4,Advance,50,No,No,No,Machine Learning,1,UI/UX,Single,No,Bachelor,No,No,68,60000,6.5,0,Yes,10.37
954,2021,Female,20,2021,BCSE,7,Yes,5,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,No,102,60000,8.66,1,No,0.0
955,2021,Male,20,2020,BCSE,9,No,2,2,Offline,Yes,Yes,2,Intermediate,35,Yes,No,Yes,Programming,1,UI/UX,Single,No,Family,No,No,107,62000,7.43,1,Yes,7.78
956,2022,Female,20,2021,BCSE,5,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,4,Hardware,Married,No,Family,No,No,61,62000,8.39,0,Yes,10.95
957,2019,Male,24,2019,BCSE,10,Yes,4,1,Offline,Yes,Yes,7,Intermediate,87,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,No,129,64000,7.77,1,Yes,6.1
